mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name
447_DVC23,DVC23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
448_DVC23,DVC23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
449_DVC23,DVC23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
450_DVC23,DVC23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
451_DVC23,DVC23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
452_DVC23,DVC23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
453_DVF108,DVF108,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
454_DVF108,DVF108,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
455_DVF108,DVF108,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
456_DVF108,DVF108,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
457_DVF108,DVF108,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
458_DVF108,DVF108,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
459_DVF108,DVF108,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
460_DVF108,DVF108,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
461_DVF108,DVF108,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
462_DVF108,DVF108,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
463_DVF108,DVF108,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
464_DVF108,DVF108,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
465_DVF108,DVF108,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
466_DVD15,DVD15,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
467_DVD15,DVD15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
468_DVD15,DVD15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
469_DVD15,DVD15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
470_DVD15,DVD15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
471_DVD15,DVD15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
472_DVD15,DVD15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
473_DVD15,DVD15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
474_DVD15,DVD15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
475_DVD15,DVD15,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
476_DVD15,DVD15,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
477_DVD15,DVD15,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
478_DVD15,DVD15,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
479_DV38,DV38,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
480_DV38,DV38,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
481_DV38,DV38,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
482_DV38,DV38,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
483_DV38,DV38,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
484_DV38,DV38,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
485_DV38,DV38,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
486_DV38,DV38,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
487_DV38,DV38,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
488_DV38,DV38,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
489_DV38,DV38,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
490_DV38,DV38,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
491_DV38,DV38,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
492_DV1,DV1,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
493_DV1,DV1,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
494_DV1,DV1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
495_DV1,DV1,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
496_DV1,DV1,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
497_DV1,DV1,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
498_DV1,DV1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
499_DV1,DV1,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
500_DV1,DV1,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
501_DV1,DV1,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
502_DV1,DV1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
503_DV1,DV1,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
504_DV1,DV1,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
505_DVD19,DVD19,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
506_DVD19,DVD19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
507_DVD19,DVD19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
508_DVD19,DVD19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
509_DVD19,DVD19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
510_DVD19,DVD19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
511_DVD19,DVD19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
512_DVD19,DVD19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
513_DVD19,DVD19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
514_DVD19,DVD19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
515_DVD19,DVD19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
516_DVD19,DVD19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
517_DVD19,DVD19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
518_DV18,DV18,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
519_DV18,DV18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
520_DV18,DV18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
521_DV18,DV18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
522_DV18,DV18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
523_DV18,DV18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
524_DV18,DV18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
525_DV18,DV18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
526_DV18,DV18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
527_DV18,DV18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
528_DV18,DV18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
529_DV18,DV18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
530_DV18,DV18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
531_DV19,DV19,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
532_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
533_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
534_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
535_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
536_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
537_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
538_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
539_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
540_DV19,DV19,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
541_DV19,DV19,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
542_DV19,DV19,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
543_DV19,DV19,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
544_DV20,DV20,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
545_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
546_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
547_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
548_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
549_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
550_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
551_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
552_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
553_DV20,DV20,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
554_DV20,DV20,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
555_DV20,DV20,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
556_DV20,DV20,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
557_DVD26,DVD26,27417494,,,64320,Zika Virus,,,60478,zika fever
558_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
559_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
560_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
561_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
562_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
563_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
564_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
565_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
566_DVD26,DVD26,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
567_DVD26,DVD26,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
568_DVD26,DVD26,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
569_DVD26,DVD26,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
570_DVF256,DVF256,27417494,,,64320,Zika Virus,,,60478,zika fever
571_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
572_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
573_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
574_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
575_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
576_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
577_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
578_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
579_DVF256,DVF256,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
580_DVF256,DVF256,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
581_DVF256,DVF256,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
582_DVF256,DVF256,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
583_DVF133,DVF133,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
584_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
585_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
586_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
587_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
588_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
589_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
590_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
591_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
592_DVF133,DVF133,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
593_DVF133,DVF133,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
594_DVF133,DVF133,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
595_DVF133,DVF133,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
596_DVF180,DVF180,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
597_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
598_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
599_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
600_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
601_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
602_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
603_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
604_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
605_DVF180,DVF180,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
606_DVF180,DVF180,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
607_DVF180,DVF180,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
608_DVF180,DVF180,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
609_DVD23,DVD23,27417494,,,64320,Zika Virus,,Zika Virus,60478,zika fever
610_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
611_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
612_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
613_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
614_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
615_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
616_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
617_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
618_DVD23,DVD23,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
619_DVD23,DVD23,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
620_DVD23,DVD23,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
621_DVD23,DVD23,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
622_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
623_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
624_DVD22,DVD22,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
625_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
626_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
627_DVA470,DVA470,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
628_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
629_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
630_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
631_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
632_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
633_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
634_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
635_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
636_DVA290,DVA290,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
637_DVA290,DVA290,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
638_DVA290,DVA290,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
639_DVA290,DVA290,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
640_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
641_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
642_DVC35,DVC35,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
643_DVC18,DVC18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
644_DVC18,DVC18,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
645_DVC18,DVC18,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
646_DVC18,DVC18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
647_DVC18,DVC18,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
648_DVC18,DVC18,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
649_DVC13,DVC13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
650_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
651_DVC13,DVC13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
652_DVC13,DVC13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
653_DVC13,DVC13,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
654_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
655_DVC13,DVC13,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
656_DVC13,DVC13,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
657_DVC13,DVC13,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
658_DV77,DV77,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
659_DV77,DV77,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
660_DV77,DV77,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
661_DV77,DV77,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
662_DV77,DV77,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
663_DVD16,DVD16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
664_DVD16,DVD16,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
665_DV87,DV87,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
666_DV87,DV87,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
667_DV87,DV87,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
668_DV87,DV87,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
669_DV87,DV87,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
670_DV87,DV87,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
671_DV87,DV87,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
672_DV87,DV87,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
673_DV87,DV87,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
674_DV87,DV87,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
675_DV87,DV87,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
676_DV87,DV87,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
677_DVC21,DVC21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
678_DVC21,DVC21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
679_DVC21,DVC21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
680_DVC21,DVC21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
681_DVC21,DVC21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
682_DVC21,DVC21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
683_DVC21,DVC21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
684_DVC21,DVC21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
685_DVC21,DVC21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
686_DVC21,DVC21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
687_DVC21,DVC21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
688_DVC21,DVC21,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
689_DVC21,DVC21,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
690_DVC21,DVC21,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
691_DVC21,DVC21,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
692_DVI9,DVI9,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
693_DVI9,DVI9,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
694_DVI9,DVI9,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
695_DVI9,DVI9,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
696_DVI9,DVI9,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
697_DVI9,DVI9,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
698_DVI9,DVI9,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
699_DVI9,DVI9,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
700_DVI9,DVI9,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
701_DVI9,DVI9,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
702_DVI9,DVI9,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
703_DVI9,DVI9,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
704_DVI9,DVI9,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
705_DVI9,DVI9,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
706_DVI9,DVI9,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
707_DVC10,DVC10,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
708_DVC10,DVC10,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
709_DVC10,DVC10,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
710_DVC10,DVC10,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
711_DVC10,DVC10,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
712_DVC10,DVC10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
713_DVC10,DVC10,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
