mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name,organism,target protein,target type,target,target name,structural sub_domains,assay type,assay,quantitative measure,unit
873_anti-West Nile Virus-CR4361,anti-West Nile Virus-CR4361,16809304,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,Dengue virus type 2 (strain Thailand/NGS-C/1944) (Dengue Virus-2); Dengue virus type 2 (strain Jamaica/1409/1983) (Dengue Virus-2); dengue virus type 2,Genome polyprotein; Envelope protein E,protein,UniProt: P14340 Dengue virus type 2 (strain Thailand/NGS-C/1944) (Dengue Virus-2),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
874_anti-West Nile Virus-CR4368,anti-West Nile Virus-CR4368,16809304,,Q32ZE1; A0A192GPS0,11053,Zika Virus,Flavivirus,Dengue Virus,12205,dengue disease,Zika virus (Zika Virus); dengue virus type 1; Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus); UniProt: A0A192GPS0 Zika virus (Zika Virus); UniProt: Q8BE39 dengue virus type 1; UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
874_anti-West Nile Virus-CR4368,anti-West Nile Virus-CR4368,16809304,,Q8BE39; P17763,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,Zika virus (Zika Virus); dengue virus type 1; Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus); UniProt: A0A192GPS0 Zika virus (Zika Virus); UniProt: Q8BE39 dengue virus type 1; UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
875_anti-West Nile Virus-CR4374,anti-West Nile Virus-CR4374,16809304,,Q8BE39; P17763,64320,Dengue Virus1,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus); dengue virus type 1; Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus); UniProt: A0A192GPS0 Zika virus (Zika Virus); UniProt: Q8BE39 dengue virus type 1; UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
875_anti-West Nile Virus-CR4374,anti-West Nile Virus-CR4374,16809304,,Q32ZE1; A0A192GPS0,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus); dengue virus type 1; Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus); UniProt: A0A192GPS0 Zika virus (Zika Virus); UniProt: Q8BE39 dengue virus type 1; UniProt: P17763 Dengue virus type 1 (strain Nauru/West Pac/1974) (Dengue Virus-1),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
876_anti-West Nile Virus-CR4375,anti-West Nile Virus-CR4375,16809304,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
877_anti-West Nile Virus-E16,anti-West Nile Virus-E16, 16193056;  17035317,1ZTX,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
878_anti-West Nile Virus-E53,anti-West Nile Virus-E53, 19713934;  17035317,3I50,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
879_anti-Yellow Fever Virus-1A,anti-Yellow Fever Virus-1A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),Genome polyprotein; Envelope protein E,,Binding,ELISA; X-ray crystallography,,
880_anti-Yellow Fever Virus-2A,anti-Yellow Fever Virus-2A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
881_anti-Yellow Fever Virus-5A,anti-Yellow Fever Virus-5A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
882_anti-Yellow Fever Virus-7A,anti-Yellow Fever Virus-7A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
883_anti-Yellow Fever Virus-R3(27),anti-Yellow Fever Virus-R3(27),15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
884_anti-Yellow Fever Virus-R3(9),anti-Yellow Fever Virus-R3(9),15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
885_anti-Zika Virus-A11,anti-Zika Virus-A11, 28534525;  25501631;  25581790,5LCV;  5N09; 4UT7,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,,
886_anti-Zika Virus-Z028,anti-Zika Virus-Z028,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,3.3,ng/ml
887_anti-Zika Virus-Z001,anti-Zika Virus-Z001,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,1,ng/ml
888_anti-Zika Virus-Z004,anti-Zika Virus-Z004,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,0.7,ng/ml
889_anti-Zika Virus-Z006,anti-Zika Virus-Z006,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,2,ng/ml
890_anti-Zika Virus-Z010,anti-Zika Virus-Z010,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,4.6,ng/ml
891_anti-Zika Virus-Z031,anti-Zika Virus-Z031,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,0.9,ng/ml
892_anti-Zika Virus-Z035,anti-Zika Virus-Z035,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,0.9,ng/ml
893_anti-Zika Virus-Z038,anti-Zika Virus-Z038,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,2.4,ng/ml
894_anti-Zika Virus-Z014,anti-Zika Virus-Z014,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,1.9,ng/ml
895_anti-Zika Virus-Z039,anti-Zika Virus-Z039,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,71.9,ng/ml
896_anti-Zika Virus-Z015,anti-Zika Virus-Z015,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,22.2,ng/ml
897_anti-Zika Virus-Z018,anti-Zika Virus-Z018,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,8.1,ng/ml
898_anti-Zika Virus-Z021,anti-Zika Virus-Z021,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,1,ng/ml
899_anti-Zika Virus-Z024,anti-Zika Virus-Z024,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,10.2,ng/ml
900_anti-Zika Virus-Z012,anti-Zika Virus-Z012,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,104.3,ng/ml
901_anti-Zika Virus-Z037,anti-Zika Virus-Z037,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,0,ng/ml
902_anti-Zika Virus-Z041,anti-Zika Virus-Z041,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,397.3,ng/ml
903_anti-Zika Virus-Z042,anti-Zika Virus-Z042,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,25.1,ng/ml
904_anti-Zika Virus-Z043,anti-Zika Virus-Z043,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography,0,ng/ml
905_anti-Zika Virus-Z1,anti-Zika Virus-Z1,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,257,mg/ml
906_anti-Zika Virus-Z1,anti-Zika Virus-Z1,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,164,mg/ml
907_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
908_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
909_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
910_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
911_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
912_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
913_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
914_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,> 10,mg/ml
915_anti-Zika Virus-Z20,anti-Zika Virus-Z20,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0.37,mg/ml
916_anti-Zika Virus-Z20,anti-Zika Virus-Z20,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0.89,mg/ml
917_anti-Zika Virus-Z23,anti-Zika Virus-Z23,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,0.37,mg/ml
918_anti-Zika Virus-Z23,anti-Zika Virus-Z23,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,0.56,mg/ml
919_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
920_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
921_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
922_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
923_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
924_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
925_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
926_anti-Dengue Virus-Z23,anti-Dengue Virus-Z23,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever,Zika virus (Zika Virus),POLY; Core protein,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Binding,ELISA; X-ray crystallography,0,mg/ml
927_anti-Zika Virus-Z29,anti-Zika Virus-Z29,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,9.35,mg/ml
928_anti-Zika Virus-Z29,anti-Zika Virus-Z29,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,3.2,mg/ml
929_anti-Zika Virus-Z30,anti-Zika Virus-Z30,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,1.09,mg/ml
930_anti-Zika Virus-Z30,anti-Zika Virus-Z30,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,1.87,mg/ml
931_anti-Zika Virus-Z33,anti-Zika Virus-Z33,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (Vero-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,3.85,mg/ml
932_anti-Zika Virus-Z33,anti-Zika Virus-Z33,27974667,,Q32ZE1,64320,Zika Virus,,Zika Virus,60478,zika fever,,,Protein,UniProt: Q32ZE1 Zika virus (C6/36-Zika Virus),POLY; Core protein,,Neutralization,ELISA; X-ray crystallography; IC50,30,mg/ml
